municipio,bairro,categoria_macro,quantidade
CARIACICA,SANTANA,violencia_social,17
COLATINA,COLATINA VELHA,patrimonial,17
GUARAPARI,IPIRANGA,violencia_social,17
GUARAPARI,PORTO GRANDE,patrimonial,17
ITAGUACU,CENTRO,patrimonial,17
LINHARES,JUPARANA,patrimonial,17
MARATAIZES,ACAPULCO,patrimonial,17
MARATAIZES,CENTRO,violencia_social,17
NOVA VENECIA,ZONA RURAL,patrimonial,17
PIUMA,PRAIA DE ACAIACA,patrimonial,17
PRESIDENTE KENNEDY,CENTRO,patrimonial,17
SAO MATEUS,CENTRO,objetos,17
SERRA,CIDADE CONTINENTAL,objetos,17
SERRA,JARDIM CARAPINA,objetos,17
SERRA,OUTRO LOCAL,objetos,17
SERRA,PORTO CANOA,objetos,17
SERRA,PRAIA DA BALEIA,patrimonial,17
VENDA NOVA DO IMIGRANTE,CENTRO,patrimonial,17
VENDA NOVA DO IMIGRANTE,PROVIDENCIA,patrimonial,17
VIANA,CENTRO,patrimonial,17
VILA VELHA,ALECRIM,objetos,17
VILA VELHA,BARRAMARES,objetos,17
VILA VELHA,BOA VISTA I,patrimonial,17
VILA VELHA,IBES,violencia_social,17
VILA VELHA,RIO MARINHO,violencia_social,17
VITORIA,ANDORINHAS,patrimonial,17
VITORIA,DA PENHA,violencia_social,17
VITORIA,ITARARE,objetos,17
VITORIA,SANTA TEREZA,patrimonial,17
VITORIA,SANTO ANTONIO,violencia_social,17
AGUIA BRANCA,OUTRO LOCAL,patrimonial,16
ARACRUZ,BARRA DO RIACHO,patrimonial,16
ARACRUZ,GUARANA,violencia_social,16
ARACRUZ,VILA NOVA,violencia_social,16
BAIXO GUANDU,SAPUCAIA,patrimonial,16
BARRA DE SAO FRANCISCO,CENTRO,violencia_social,16
BARRA DE SAO FRANCISCO,OUTRO LOCAL,patrimonial,16
CACHOEIRO DE ITAPEMIRIM,DOUTOR GILSON CARONE,patrimonial,16
CACHOEIRO DE ITAPEMIRIM,FERROVIARIOS,patrimonial,16
CARIACICA,CASTELO BRANCO,objetos,16
CARIACICA,JARDIM AMERICA,violencia_social,16
CARIACICA,NOVA ESPERANCA,patrimonial,16
CARIACICA,NOVO BRASIL,objetos,16
CARIACICA,NOVO BRASIL,violencia_social,16
CARIACICA,PRESIDENTE MEDICE,patrimonial,16
CARIACICA,RIO BRANCO,violencia_social,16
CARIACICA,VILA CAPIXABA,violencia_social,16
CARIACICA,VISTA DOURADA,patrimonial,16
CARIACICA,VISTA MAR,patrimonial,16
COLATINA,BELA VISTA,patrimonial,16
COLATINA,COLUMBIA,violencia_social,16
COLATINA,VILA AMELIA,violencia_social,16
CONCEICAO DA BARRA,CENTRO,objetos,16
GUACUI,OUTRO LOCAL,objetos,16
GUARAPARI,CENTRO,violencia_social,16
GUARAPARI,SETIBA,patrimonial,16
IRUPI,CENTRO,patrimonial,16
ITAPEMIRIM,CAMPO ACIMA,patrimonial,16
PIUMA,CENTRO,objetos,16
PIUMA,CENTRO,violencia_social,16
PRESIDENTE KENNEDY,CENTRO,violencia_social,16
SAO JOSE DO CALCADO,CENTRO,violencia_social,16
SERRA,CIDADE CONTINENTAL,digital,16
SERRA,COSTA DOURADA,patrimonial,16
SERRA,JARDIM BELA VISTA,patrimonial,16
SERRA,MANOEL PLAZA,objetos,16
SERRA,NOVA CARAPINA I,violencia_social,16
SERRA,PARQUE RESIDENCIAL LARANJEIRAS,violencia_social,16
SERRA,PARQUE RESIDENCIAL MESTRE ALVARO,patrimonial,16
SERRA,RESIDENCIAL VISTA DO MESTRE,patrimonial,16
VENDA NOVA DO IMIGRANTE,ZONA RURAL,patrimonial,16
VILA VALERIO,CENTRO,patrimonial,16
VILA VELHA,CIDADE DA BARRA,patrimonial,16
VILA VELHA,INTERLAGOS I E II,patrimonial,16
VILA VELHA,MORADA DA BARRA,violencia_social,16
VILA VELHA,PRAIA DE ITAPARICA,violencia_social,16
VILA VELHA,VILA GARRIDO,violencia_social,16
VITORIA,SANTA CECILIA,patrimonial,16
VITORIA,SAO PEDRO,violencia_social,16
ANCHIETA,CENTRO,violencia_social,15
ARACRUZ,DECARLI,patrimonial,15
ARACRUZ,FATIMA,violencia_social,15
ARACRUZ,SAO MARCOS,violencia_social,15
CACHOEIRO DE ITAPEMIRIM,AEROPORTO,violencia_social,15
CACHOEIRO DE ITAPEMIRIM,ITAOCA,violencia_social,15
CACHOEIRO DE ITAPEMIRIM,SAO FRANCISCO DE ASSIS,violencia_social,15
CACHOEIRO DE ITAPEMIRIM,VILA RICA,violencia_social,15
CARIACICA,CAMPINA GRANDE,objetos,15
CARIACICA,FLEXAL II,violencia_social,15
CARIACICA,ORIENTE,patrimonial,15
CARIACICA,PORTO DE CARIACICA,violencia_social,15
CARIACICA,SANTA CECILIA,objetos,15
CARIACICA,VILA ISABEL,patrimonial,15
COLATINA,OPERARIO,patrimonial,15
ITAPEMIRIM,CAMPO ACIMA,violencia_social,15
JAGUARE,CENTRO,violencia_social,15
LINHARES,NOVA ESPERANCA,patrimonial,15
LINHARES,PONTAL DO IPIRANGA,patrimonial,15
MANTENOPOLIS,CENTRO,patrimonial,15
MUNIZ FREIRE,CENTRO,patrimonial,15
NOVA VENECIA,ALTOE,violencia_social,15
NOVA VENECIA,BEIRA RIO,patrimonial,15
RIO BANANAL,OUTRO LOCAL,patrimonial,15
SANTA MARIA DE JETIBA,CENTRO,objetos,15
SANTA MARIA DE JETIBA,SAO LUIS,violencia_social,15
SANTA TERESA,OUTRO LOCAL,patrimonial,15
SAO MATEUS,SERNAMBY,patrimonial,15
SAO MATEUS,ZONA RURAL,violencia_social,15
SERRA,ANDRE CARLONI,violencia_social,15
SERRA,BARCELONA,objetos,15
SERRA,CASCATA,patrimonial,15
SERRA,MORADA DE LARANJEIRAS,objetos,15
SERRA,PARQUE RESIDENCIAL TUBARAO,patrimonial,15
SERRA,PLANICIE DA SERRA,patrimonial,15
SERRA,PORTAL DE JACARAIPE,objetos,15
SERRA,RESIDENCIAL JACARAIPE,violencia_social,15
SERRA,VALPARAISO,violencia_social,15
SOORETAMA,CENTRO,violencia_social,15
VENDA NOVA DO IMIGRANTE,OUTRO LOCAL,patrimonial,15
VILA VALERIO,ZONA RURAL,violencia_social,15
VILA VELHA,ARGOLAS,patrimonial,15
VILA VELHA,BRISAMAR,patrimonial,15
VILA VELHA,ILHA DAS FLORES,violencia_social,15
VILA VELHA,PONTAL DAS GARCAS,patrimonial,15
VILA VELHA,SANTA INES,violencia_social,15
VITORIA,GRANDE VITORIA,objetos,15
VITORIA,ILHA DE SANTA MARIA,violencia_social,15
VITORIA,NOVA PALESTINA,violencia_social,15
VITORIA,PARQUE MOSCOSO,objetos,15
VITORIA,SAO PEDRO,objetos,15
ARACRUZ,COQUEIRAL,patrimonial,14
ARACRUZ,OUTRO LOCAL,digital,14
CACHOEIRO DE ITAPEMIRIM,AMARAL,patrimonial,14
CACHOEIRO DE ITAPEMIRIM,NOVO PARQUE,violencia_social,14
CARIACICA,NOVO HORIZONTE,patrimonial,14
CARIACICA,SAO CONRADO,patrimonial,14
CARIACICA,SAO GERALDO,objetos,14
COLATINA,HONORIO FRAGA,violencia_social,14
FUNDAO,PRAIA GRANDE,violencia_social,14
GUACUI,CENTRO,violencia_social,14
GUARAPARI,FATIMA CIDADE JARDIM,patrimonial,14
GUARAPARI,MUQUICABA,violencia_social,14
IBATIBA,CENTRO,violencia_social,14
ITARANA,CENTRO,patrimonial,14
LINHARES,ARACA,objetos,14
LINHARES,SANTA CRUZ,patrimonial,14
NOVA VENECIA,AEROPORTO,patrimonial,14
SAO MATEUS,SANTO ANTONIO,patrimonial,14
SERRA,OURIMAR,patrimonial,14
SERRA,SAO PATRICIO,patrimonial,14
SERRA,VISTA DA SERRA I,violencia_social,14
VIANA,ARLINDO ANGELO VILLASCHI,patrimonial,14
VILA VELHA,ALECRIM,violencia_social,14
VILA VELHA,DARLY SANTOS,patrimonial,14
VILA VELHA,JABURUNA,violencia_social,14
VILA VELHA,JARDIM DO VALE,patrimonial,14
VILA VELHA,JARDIM GUADALAJARA,patrimonial,14
VILA VELHA,JARDIM MARILANDIA,violencia_social,14
VILA VELHA,SANTA RITA,objetos,14
VITORIA,BELA VISTA,patrimonial,14
VITORIA,MARUIPE,objetos,14
VITORIA,REPUBLICA,objetos,14
VITORIA,SANTA LUIZA,objetos,14
VITORIA,SANTA MARTHA,violencia_social,14
VITORIA,SANTO ANDRE,patrimonial,14
VITORIA,SANTOS DUMONT,patrimonial,14
ARACRUZ,FATIMA,patrimonial,13
ARACRUZ,JACUPEMBA,violencia_social,13
ARACRUZ,SEGATO,patrimonial,13
ARACRUZ,VILA RICA,patrimonial,13
BARRA DE SAO FRANCISCO,BAIRRO COLINA,violencia_social,13
BARRA DE SAO FRANCISCO,BAIRRO VILA LANDINHA,patrimonial,13
BARRA DE SAO FRANCISCO,BAIRRO VILA LANDINHA,violencia_social,13
BOA ESPERANCA,CENTRO,violencia_social,13
CACHOEIRO DE ITAPEMIRIM,AEROPORTO,objetos,13
CACHOEIRO DE ITAPEMIRIM,AQUIDABAN,violencia_social,13
CACHOEIRO DE ITAPEMIRIM,BAIMINAS,patrimonial,13
CACHOEIRO DE ITAPEMIRIM,CENTRO,violencia_social,13
CACHOEIRO DE ITAPEMIRIM,IBC,patrimonial,13
CARIACICA,CARIACICA SEDE,violencia_social,13
CARIACICA,DOM BOSCO,objetos,13
CARIACICA,FLEXAL II,objetos,13
CARIACICA,NOVA VALVERDE,objetos,13
CARIACICA,ORIENTE,violencia_social,13
CARIACICA,PARQUE GRAMADO,patrimonial,13
CARIACICA,SANTA BARBARA,violencia_social,13
CARIACICA,SANTA LUZIA,patrimonial,13
CARIACICA,VALE DOS REIS,objetos,13
CARIACICA,VILA INDEPENDENCIA,patrimonial,13
COLATINA,PERPETUO SOCORRO,patrimonial,13
COLATINA,VILA LENIRA,patrimonial,13
CONCEICAO DA BARRA,NOSSA SENHORA APARECIDA,patrimonial,13
FUNDAO,PRAIA GRANDE,objetos,13
GUARAPARI,AEROPORTO,objetos,13
GUARAPARI,COROADO,patrimonial,13
GUARAPARI,ITAPEBUSSU,violencia_social,13
GUARAPARI,SANTA ROSA,patrimonial,13
GUARAPARI,SAO JUDAS TADEU,patrimonial,13
LINHARES,JARDIM LAGUNA,patrimonial,13
LINHARES,JOSE RODRIGUES MACIEL,patrimonial,13
LINHARES,JUPARANA,violencia_social,13
LINHARES,PONTAL DO IPIRANGA,objetos,13
LINHARES,SHELL,violencia_social,13
LINHARES,ZONA RURAL,objetos,13
LINHARES,ZONA RURAL,patrimonial,13
MARATAIZES,LAGOA FUNDA,patrimonial,13
MONTANHA,DECAO,patrimonial,13
RIO BANANAL,ZONA RURAL,patrimonial,13
SANTA MARIA DE JETIBA,SAO LUIS,patrimonial,13
SAO DOMINGOS DO NORTE,CENTRO,patrimonial,13
SERRA,PARQUE DAS GAIVOTAS,patrimonial,13
SERRA,PRAIA DE CARAPEBUS,patrimonial,13
SERRA,RESIDENCIAL JACARAIPE,objetos,13
SERRA,SAO DIOGO I,objetos,13
SERRA,TAQUARA II,patrimonial,13
SERRA,VISTA DA SERRA II,patrimonial,13
VENDA NOVA DO IMIGRANTE,ZONA RURAL,violencia_social,13
VIANA,PRIMAVERA,patrimonial,13
VIANA,SOTECO,patrimonial,13
VILA VELHA,COCAL,violencia_social,13
VILA VELHA,CRISTOVAO COLOMBO,objetos,13
VILA VELHA,DIVINO ESPIRITO SANTO,violencia_social,13
VILA VELHA,GUARANHUNS,objetos,13
VILA VELHA,JOCKEY DE ITAPARICA,violencia_social,13
VILA VELHA,PAUL,violencia_social,13
VITORIA,MARIA ORTIZ,objetos,13
VITORIA,MORADA DE CAMBURI,patrimonial,13
VITORIA,ROMAO,patrimonial,13
AFONSO CLAUDIO,SAO VICENTE,violencia_social,12
ALEGRE,ZONA RURAL,violencia_social,12
ANCHIETA,IRIRI,violencia_social,12
ARACRUZ,BARRA DO SAHY,patrimonial,12
ARACRUZ,BELA VISTA,violencia_social,12
ARACRUZ,PLANALTO,violencia_social,12
ATILIO VIVACQUA,CENTRO,patrimonial,12
BARRA DE SAO FRANCISCO,CENTRO,objetos,12
CACHOEIRO DE ITAPEMIRIM,ALTO AMARELO,patrimonial,12
CACHOEIRO DE ITAPEMIRIM,BASILEIA,patrimonial,12
CACHOEIRO DE ITAPEMIRIM,RECANTO,patrimonial,12
CARIACICA,BANDEIRANTES,objetos,12
CARIACICA,BELA AURORA,violencia_social,12
CARIACICA,CARIACICA SEDE,objetos,12
CARIACICA,JARDIM BOTANICO,objetos,12
CARIACICA,JARDIM BOTANICO,violencia_social,12
CARIACICA,JARDIM CAMPO GRANDE,objetos,12
CARIACICA,MORADA DE SANTA FE,violencia_social,12
CARIACICA,MUCURI,objetos,12
CARIACICA,MUCURI,violencia_social,12
CARIACICA,NOVA ESPERANCA,violencia_social,12
CARIACICA,PADRE GABRIEL,patrimonial,12
COLATINA,CENTRO,digital,12
COLATINA,SAO SILVANO,violencia_social,12
COLATINA,ZONA RURAL,violencia_social,12
FUNDAO,TIMBUI,patrimonial,12
ICONHA,CENTRO,patrimonial,12
ITAPEMIRIM,CENTRO,objetos,12
ITAPEMIRIM,ROSA MEIRELES,violencia_social,12
LINHARES,CENTRO,violencia_social,12
LINHARES,PONTAL DO IPIRANGA,violencia_social,12
LINHARES,SAO JOSE,violencia_social,12
LINHARES,TRES BARRAS,objetos,12
MONTANHA,CENTRO,violencia_social,12
RIO NOVO DO SUL,CENTRO,patrimonial,12
SANTA LEOPOLDINA,CENTRO,patrimonial,12
SANTA TERESA,CENTRO,patrimonial,12
SAO MATEUS,BOM SUCESSO,violencia_social,12
SAO MATEUS,LITORANEO,violencia_social,12
SERRA,ALTEROSAS,objetos,12
SERRA,CAMPINHO DA SERRA I,patrimonial,12
SERRA,CASTELANDIA,violencia_social,12
SERRA,MARINGA,patrimonial,12
SERRA,NOVA ALMEIDA CENTRO,objetos,12
SERRA,PARQUE DAS GAIVOTAS,violencia_social,12
SERRA,SAO MARCOS II,patrimonial,12
SERRA,SERRAMAR,patrimonial,12
SERRA,TAQUARA II,violencia_social,12
VILA VALERIO,OUTRO LOCAL,patrimonial,12
VILA VELHA,CIDADE DA BARRA,objetos,12
VILA VELHA,DOM JOAO BATISTA,patrimonial,12
VILA VELHA,GAROTO,patrimonial,12
VILA VELHA,SANTA PAULA I,patrimonial,12
VILA VELHA,SAO CONRADO,violencia_social,12
VILA VELHA,ZUMBI DOS PALMARES,patrimonial,12
VITORIA,AEROPORTO,objetos,12
VITORIA,BONFIM,violencia_social,12
VITORIA,ESTRELINHA,patrimonial,12
VITORIA,GOIABEIRAS,violencia_social,12
VITORIA,HORTO,objetos,12
VITORIA,MATA DA PRAIA,digital,12
ARACRUZ,BARRA DO RIACHO,objetos,11
ARACRUZ,MAR AZUL,violencia_social,11
ARACRUZ,SAO MARCOS,patrimonial,11
ARACRUZ,SEGATO,objetos,11
BARRA DE SAO FRANCISCO,BAIRRO CAMPO NOVO,patrimonial,11
BREJETUBA,CENTRO,patrimonial,11
CACHOEIRO DE ITAPEMIRIM,CONDURU,patrimonial,11
CACHOEIRO DE ITAPEMIRIM,CORAMARA,patrimonial,11
CACHOEIRO DE ITAPEMIRIM,IBITIQUARA,patrimonial,11
CACHOEIRO DE ITAPEMIRIM,INDEPENDENCIA I,patrimonial,11
CACHOEIRO DE ITAPEMIRIM,MARIA ORTIZ,patrimonial,11
CACHOEIRO DE ITAPEMIRIM,NOSSA SENHORA DA PENHA,patrimonial,11
CACHOEIRO DE ITAPEMIRIM,PARQUE DAS LARANJEIRAS,patrimonial,11
CARIACICA,ALTO DA BOA VISTA,patrimonial,11
CARIACICA,BUBU,patrimonial,11
CARIACICA,FLEXAL I,violencia_social,11
CARIACICA,NOVA CANAA,patrimonial,11
CARIACICA,PIRANEMA,patrimonial,11
CARIACICA,PLANETA,patrimonial,11
CARIACICA,VERA CRUZ,objetos,11
CASTELO,CENTRO,violencia_social,11
COLATINA,OLIVIO ZANOTELI,patrimonial,11
COLATINA,SAO MARCOS,patrimonial,11
COLATINA,SAO VICENTE,patrimonial,11
COLATINA,VILA LENIRA,violencia_social,11
CONCEICAO DA BARRA,OUTRO LOCAL,patrimonial,11
CONCEICAO DO CASTELO,CENTRO,patrimonial,11
DORES DO RIO PRETO,CENTRO,patrimonial,11
GUACUI,OUTRO LOCAL,violencia_social,11
GUARAPARI,ADALBERTO SIMAO NADER,patrimonial,11
GUARAPARI,JABARAI,patrimonial,11
GUARAPARI,PEROCAO,violencia_social,11
IBATIBA,NOVO HORIZONTE,patrimonial,11
IBIRACU,CENTRO,patrimonial,11
IUNA,PITO,patrimonial,11
JOAO NEIVA,CENTRO,patrimonial,11
JOAO NEIVA,OUTRO LOCAL,patrimonial,11
LINHARES,CANIVETE,violencia_social,11
LINHARES,LAGOA DO MEIO,patrimonial,11
LINHARES,RIO QUARTEL,patrimonial,11
LINHARES,RIO QUARTEL,violencia_social,11
LINHARES,ZONA RURAL,violencia_social,11
MARATAIZES,BELO HORIZONTE,patrimonial,11
MARATAIZES,ILMENITA,objetos,11
MARECHAL FLORIANO,CENTRO,violencia_social,11
NOVA VENECIA,SAO CRISTOVAO,violencia_social,11
RIO BANANAL,SAO SEBASTIAO,patrimonial,11
SAO GABRIEL DA PALHA,CENTRO,objetos,11
SAO GABRIEL DA PALHA,SANTA HELENA,violencia_social,11
SERRA,ANDRE CARLONI,objetos,11
SERRA,CENTRAL CARAPINA,violencia_social,11
SERRA,DIVINOPOLIS,patrimonial,11
SERRA,LAGOA DE CARAPEBUS,patrimonial,11
SERRA,MORADA DE LARANJEIRAS,violencia_social,11
SERRA,NOVO PORTO CANOA,violencia_social,11
SERRA,SAO FRANCISCO,objetos,11
SERRA,SAO PATRICIO,objetos,11
VIANA,INDUSTRIAL,patrimonial,11
VIANA,VILA BETHANIA,objetos,11
VILA VELHA,ALVORADA,violencia_social,11
VILA VELHA,COCAL,objetos,11
VILA VELHA,PAUL,objetos,11
VILA VELHA,PRIMEIRO DE MAIO,patrimonial,11
VILA VELHA,SANTOS DUMONT,objetos,11
VILA VELHA,VILA NOVA,objetos,11
VILA VELHA,VILA NOVA,violencia_social,11
VITORIA,FRADINHOS,patrimonial,11
VITORIA,JABOUR,objetos,11
VITORIA,RESISTENCIA,violencia_social,11
AFONSO CLAUDIO,CENTRO,violencia_social,10
ALEGRE,VILA DO SUL,patrimonial,10
ANCHIETA,ALVORADA,patrimonial,10
ANCHIETA,ALVORADA,violencia_social,10
ARACRUZ,COQUEIRAL,objetos,10
ARACRUZ,IRAJA,violencia_social,10
ARACRUZ,ITAPUTERA,violencia_social,10
ARACRUZ,SAO MARCOS,objetos,10
BAIXO GUANDU,CENTRO,violencia_social,10
BAIXO GUANDU,SAO JOSE,patrimonial,10
BAIXO GUANDU,SAO PEDRO,patrimonial,10
BAIXO GUANDU,SAPUCAIA,violencia_social,10
BARRA DE SAO FRANCISCO,BAIRRO NOVA BARRA,violencia_social,10
BARRA DE SAO FRANCISCO,ZONA RURAL,patrimonial,10
BOM JESUS DO NORTE,CENTRO,patrimonial,10
CACHOEIRO DE ITAPEMIRIM,MONTE CRISTO,violencia_social,10
CACHOEIRO DE ITAPEMIRIM,RUI PINTO BANDEIRA,patrimonial,10
CACHOEIRO DE ITAPEMIRIM,SOTURNO,patrimonial,10
CACHOEIRO DE ITAPEMIRIM,WALDIR FURTADO AMORIM,patrimonial,10
CARIACICA,CAMPO BELO,patrimonial,10
CARIACICA,GRAUNA,objetos,10
CARIACICA,ITANGUA,objetos,10
CARIACICA,NOVO HORIZONTE,violencia_social,10
CARIACICA,PADRE GABRIEL,violencia_social,10
CARIACICA,RIO MARINHO,violencia_social,10
CARIACICA,SANTA LUZIA,violencia_social,10
CARIACICA,SANTO ANDRE,violencia_social,10
CARIACICA,SAO FRANCISCO,violencia_social,10
CARIACICA,VILA CAJUEIRO,objetos,10
CARIACICA,VILA MERLO,objetos,10
COLATINA,NOVO HORIZONTE,violencia_social,10
COLATINA,SANTO ANTONIO,patrimonial,10
COLATINA,VICENTE SOELA,patrimonial,10
COLATINA,VILA AMELIA,patrimonial,10
GUARAPARI,KUBITSCHEK,violencia_social,10
GUARAPARI,PALMEIRAS,patrimonial,10
GUARAPARI,PORTAL CLUB,violencia_social,10
GUARAPARI,RECANTO DA SEREIA,objetos,10
IBITIRAMA,ZONA RURAL,patrimonial,10
ICONHA,OUTRO LOCAL,patrimonial,10
ITAPEMIRIM,GARRAFAO,patrimonial,10
ITAPEMIRIM,JOACIMA,violencia_social,10
ITARANA,CENTRO,violencia_social,10
JOAO NEIVA,CENTRO,violencia_social,10
LINHARES,FARIAS,patrimonial,10
LINHARES,NOVA ESPERANCA,objetos,10
LINHARES,RIO QUARTEL,objetos,10
MARATAIZES,ILMENITA,violencia_social,10
MARATAIZES,OUTRO LOCAL,violencia_social,10
MUQUI,CENTRO,patrimonial,10
NOVA VENECIA,BONFIM,patrimonial,10
NOVA VENECIA,ZONA RURAL,violencia_social,10
PINHEIROS,OUTRO LOCAL,digital,10
PIUMA,ITAPUTANGA,patrimonial,10
RIO BANANAL,ZONA RURAL,violencia_social,10
SAO GABRIEL DA PALHA,CACHOEIRA DA ONCA,violencia_social,10
SAO GABRIEL DA PALHA,CENTRO,violencia_social,10
SAO GABRIEL DA PALHA,GUSTAVO BOONE,violencia_social,10
SAO GABRIEL DA PALHA,ZONA RURAL,patrimonial,10
SERRA,BOA VISTA II,violencia_social,10
SERRA,CIDADE POMAR,violencia_social,10
SERRA,ELDORADO,violencia_social,10
SERRA,ESTANCIA MONAZITICA,objetos,10
SERRA,HELIO FERRAZ,objetos,10
SERRA,JARDIM ATLANTICO,objetos,10
SERRA,JOSE DE ANCHIETA II,violencia_social,10
SERRA,MANGUINHOS,violencia_social,10
SERRA,NOVA ZELANDIA,patrimonial,10
SERRA,OURIMAR,violencia_social,10
SERRA,PALMEIRAS,patrimonial,10
SERRA,PLANICIE DA SERRA,objetos,10
SERRA,SANTA LUZIA,patrimonial,10
SERRA,SERRAMAR,violencia_social,10
SERRA,TERMINAL INTERMODAL DA SERRA (TIMS),patrimonial,10
VENDA NOVA DO IMIGRANTE,SAO JOAO DE VICOSA,patrimonial,10
VIANA,CAMPO VERDE,patrimonial,10
VIANA,UNIVERSAL,violencia_social,10
VILA VELHA,BOA VISTA II,patrimonial,10
VILA VELHA,CRISTOVAO COLOMBO,violencia_social,10
VILA VELHA,ILHA DA CONCEICAO,patrimonial,10
VILA VELHA,ILHA DOS BENTOS,objetos,10
VILA VELHA,NOVA AMERICA,patrimonial,10
VILA VELHA,OLARIA,patrimonial,10
VILA VELHA,PONTAL DAS GARCAS,objetos,10
VILA VELHA,RESIDENCIAL JABAETE,violencia_social,10
VILA VELHA,RIVIERA DA BARRA,violencia_social,10
VILA VELHA,SANTA MONICA POPULAR,objetos,10
VILA VELHA,SANTA RITA,violencia_social,10
VILA VELHA,VILA GARRIDO,objetos,10
VITORIA,GRANDE VITORIA,violencia_social,10
VITORIA,JARDIM DA PENHA,digital,10
VITORIA,PRAIA DO CANTO,violencia_social,10
VITORIA,SAO CRISTOVAO,violencia_social,10
ALEGRE,CENTRO,objetos,9
ARACRUZ,CENTRO,violencia_social,9
ARACRUZ,COQUEIRAL,violencia_social,9
ARACRUZ,CUPIDO,patrimonial,9
BARRA DE SAO FRANCISCO,PAULISTA,patrimonial,9
BARRA DE SAO FRANCISCO,PAULISTA,violencia_social,9
CACHOEIRO DE ITAPEMIRIM,BAIMINAS,violencia_social,9
CACHOEIRO DE ITAPEMIRIM,BELA VISTA,violencia_social,9
CACHOEIRO DE ITAPEMIRIM,BOA VISTA,violencia_social,9
CACHOEIRO DE ITAPEMIRIM,CONDURU,violencia_social,9
CACHOEIRO DE ITAPEMIRIM,INDEPENDENCIA,violencia_social,9
CACHOEIRO DE ITAPEMIRIM,MONTE BELO,violencia_social,9
CACHOEIRO DE ITAPEMIRIM,MONTE CRISTO,patrimonial,9
CACHOEIRO DE ITAPEMIRIM,NOSSA SENHORA DA PENHA,violencia_social,9
CARIACICA,BANDEIRANTES,violencia_social,9
CARIACICA,CAMPINA GRANDE,violencia_social,9
CARIACICA,CAMPO BELO,objetos,9
CARIACICA,GRAUNA,violencia_social,9
CARIACICA,ITANGUA,violencia_social,9
CARIACICA,ITAPEMIRIM,patrimonial,9
CARIACICA,ITAQUARI,violencia_social,9
CARIACICA,MARACANA,objetos,9
CARIACICA,NOVA BRASILIA,violencia_social,9
CARIACICA,NOVA VALVERDE,violencia_social,9
CARIACICA,PORTO NOVO,violencia_social,9
CARIACICA,SAO CONRADO,objetos,9
CARIACICA,SOTELANDIA,violencia_social,9
CARIACICA,TIRADENTES,patrimonial,9
CARIACICA,VISTA MAR,objetos,9
CASTELO,INDEPENDENCIA,violencia_social,9
COLATINA,JARDIM PLANALTO,patrimonial,9
COLATINA,VICENTE SOELA,violencia_social,9
COLATINA,ZONA RURAL,patrimonial,9
GUARAPARI,BELA VISTA,patrimonial,9
GUARAPARI,BELA VISTA,violencia_social,9
GUARAPARI,IPIRANGA,objetos,9
GUARAPARI,SANTA MARGARIDA,patrimonial,9
GUARAPARI,SANTA MONICA,objetos,9
GUARAPARI,SOL NASCENTE,patrimonial,9
IBITIRAMA,CENTRO,patrimonial,9
ITAPEMIRIM,ITAIPAVA,objetos,9
LINHARES,BEBEDOURO,objetos,9
LINHARES,COLINA,patrimonial,9
LINHARES,LAGOA DO MEIO,objetos,9
LINHARES,PALMITAL,violencia_social,9
LINHARES,SAO JOSE,objetos,9
MARATAIZES,CENTRO,objetos,9
MARILANDIA,CENTRO,violencia_social,9
MONTANHA,OUTRO LOCAL,violencia_social,9
NOVA VENECIA,BEIRA RIO,violencia_social,9
NOVA VENECIA,MUNICIPAL,patrimonial,9
PANCAS,OPERARIO,violencia_social,9
PEDRO CANARIO,BOA VISTA,patrimonial,9
PIUMA,NITEROI,violencia_social,9
PRESIDENTE KENNEDY,MAROBA,violencia_social,9
PRESIDENTE KENNEDY,ZONA RURAL,violencia_social,9
SANTA MARIA DE JETIBA,SAO SEBASTIAO DO MEIO,violencia_social,9
SANTA MARIA DE JETIBA,VILA JETIBA,violencia_social,9
SAO MATEUS,AROEIRA,violencia_social,9
SAO MATEUS,BOA VISTA,objetos,9
SAO MATEUS,CACIQUE,violencia_social,9
SAO MATEUS,PEDRA DAGUA,violencia_social,9
SAO MATEUS,SANTO ANTONIO,violencia_social,9
SAO MATEUS,SEAC,violencia_social,9
SERRA,BALNEARIO DE CARAPEBUS,objetos,9
SERRA,CIDADE POMAR,objetos,9
SERRA,CONJUNTO JACARAIPE,patrimonial,9
SERRA,COSTA BELLA,patrimonial,9
SERRA,JARDIM ATLANTICO,violencia_social,9
SERRA,JOSE DE ANCHIETA,violencia_social,9
SERRA,OUTRO LOCAL,digital,9
SERRA,PRAIA DE CAPUBA,patrimonial,9
SERRA,SAO DIOGO II,violencia_social,9
SOORETAMA,SALVADOR,violencia_social,9
VENDA NOVA DO IMIGRANTE,CENTRO,objetos,9
VENDA NOVA DO IMIGRANTE,SAO PEDRO,patrimonial,9
VENDA NOVA DO IMIGRANTE,SAO PEDRO,violencia_social,9
VIANA,AREINHA,violencia_social,9
VIANA,NOVA BETHANIA,objetos,9
VIANA,VILA BETHANIA,violencia_social,9
VILA PAVAO,CENTRO,patrimonial,9
VILA VALERIO,ZONA RURAL,patrimonial,9
VILA VELHA,BRISAMAR,violencia_social,9
VILA VELHA,ILHA DAS FLORES,objetos,9
VILA VELHA,INDUSTRIAL,patrimonial,9
VILA VELHA,JARDIM GUARANHUNS,patrimonial,9
