_id,Nº OCORRÊNCIA,DATA DO FATO,HORA DO FATO,TIPO OBJETO,AÇÃO OBJETO,GRUPO DE INCIDENTE,TIPO DE INCIDENTE,UF,MUNICÍPIO,BAIRRO,LOGRADOURO,TIPO DE LOCAL,TIPO,MARCA,MODELO,COR VEÍCULO
12463,58439835,2025-06-27T00:00:00,13:49:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO,ES,SAO ROQUE DO CANAA,CENTRO,RUA ATILIO DALLA BERNADINA,VIA PÚBLICA,MOTOCICLETA,HONDA,CG 125 FAN,VERMELHO
12464,58439864,2025-06-27T00:00:00,07:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,TABAJARA,S/I,VIA PÚBLICA,S/I,APPLE,IPHONE 7PLUS,S/I
12465,58440036,2025-06-27T00:00:00,10:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,GLORIA,S/I,VIA PÚBLICA,S/I,OUTROS,CPH3669,S/I
12466,58440086,2025-06-27T00:00:00,06:10:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,NOVA BRASILIA,RUA CLARICIO ALVES RIBEIRO,VIA PÚBLICA,S/I,MOTOROLA,EDGE 50 FUSION 256 GB AZUL,S/I
12467,58440147,2025-06-27T00:00:00,Indeterminada,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: CICLOMOTOR,ES,SERRA,RESIDENCIAL VISTA DO MESTRE,RUA PÉROLA,RESIDÊNCIA,MOTOCICLETA,HONDA,CG 160 FAN,VERMELHO
12468,58440187,2025-06-27T00:00:00,08:20:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,ZONA RURAL,ESTRADA DE RODA D AGUA,VIA PÚBLICA,S/I,APPLE,IPHONE 11,S/I
12469,58440443,2025-06-27T00:00:00,05:45:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,NOVA VALVERDE,RUA AGULHAS NEGRAS,VIA PÚBLICA,S/I,SAMSUNG,SAMSUNG A11,S/I
12470,58440513,2025-06-27T00:00:00,12:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,SERRA,VILA NOVA DE COLARES,S/I,COMÉRCIO,S/I,MOTOROLA,MOTO G 14,S/I
12471,58440559,2025-06-27T00:00:00,13:00:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM ESTABELECIMENTO COMERCIAL,ES,VITORIA,PRAIA DO CANTO,RUA JOAQUIM LIRIO,OUTRO LOCAL,S/I,absolute,ARO 29,S/I
12472,58440698,2025-06-27T00:00:00,06:05:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,ALTO LAGE,RUA ANTONIO LEANDRO DA SILVA,VIA PÚBLICA,S/I,XIAOMI,POCO X5 PRO 5G 256/8,S/I
12473,58441078,2025-06-27T00:00:00,13:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,MARACANA,AVENIDA ALICE COUTINHO,COMÉRCIO,S/I,XIAOMI,REDMI 14 C AZUL ASTRAL,S/I
12474,58441134,2025-06-27T00:00:00,05:57:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,RIO BRANCO,RUA WALDEMAR SIEPIERSKI,VIA PÚBLICA,S/I,SAMSUNG,GALAXY M52,S/I
12475,58441278,2025-06-27T00:00:00,13:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,CASCATA,S/I,VIA PÚBLICA,S/I,SAMSUNG,GALAXY A 15 - 5G,S/I
12476,58441768,2025-06-27T00:00:00,17:17:00,VEICULO,FURTADO,OCORRÊNCIAS DIVERSAS/ASSISTÊNCIAIS,OCORRÊNCIAS DIVERSAS/ASSISTÊNCIAIS: VEÍCULO RECUPERADO,ES,BAIXO GUANDU,SAPUCAIA,RUA QUINTINO BOCAIUVA,VIA PÚBLICA,MOTOCICLETA,HONDA,CG 150 TITAN ES,VERMELHO
12477,58442129,2025-06-27T00:00:00,05:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,VIANA,VILA BETHANIA,S/I,VIA PÚBLICA,S/I,MOTOROLA,G10 COR LILÁS,S/I
12478,58442129,2025-06-27T00:00:00,05:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,VIANA,VILA BETHANIA,S/I,VIA PÚBLICA,S/I,XIAOMI,REDMI A3 PRETO,S/I
12479,58442357,2025-06-27T00:00:00,14:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,GUARAPARI,MUQUICABA,AV JOSE ALCANTARA BOURGUIGNON,COMÉRCIO,S/I,SAMSUNG,GALAXY A06,S/I
12480,58442658,2025-06-27T00:00:00,03:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO,ES,VILA VELHA,ULISSES GUIMARAES,PRACA DO BAIRRO,VIA PÚBLICA,CICLOMOTOR,HONDA,CG 160 TITAN,CINZA
12481,58442880,2025-06-27T00:00:00,17:50:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: BICICLETA,ES,VILA VELHA,PRAIA DA COSTA,PROXIMO AO FAROL SANTA LUZIA,VIA PÚBLICA,S/I,INOW,V9 PLUS,S/I
12482,58443117,2025-06-27T00:00:00,18:20:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,CRUZEIRO DO SUL,VIA PUBLICA,VIA PÚBLICA,S/I,XIAOMI,REALMI 14C,S/I
12483,58444305,2025-06-27T00:00:00,19:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,SAO MATEUS,CENTRO,PRAÇA DA RODOVIÁRIA,VIA PÚBLICA,S/I,XIAOMI,A07,S/I
12484,58444452,2025-06-27T00:00:00,20:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: CICLOMOTOR,ES,VILA VELHA,JARDIM COLORADO,AV. VITORIA REGIA,COMÉRCIO,MOTOCICLETA,HONDA,NXR 160 BROS,CINZA
12485,58444832,2025-06-27T00:00:00,22:25:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO: AUTOMOTOR,ES,CARIACICA,SAO GERALDO,RUA TOPAZIO,VIA PÚBLICA,MOTOCICLETA,YAMAHA,FACTOR PR YBR125K,PRETO
12486,58445289,2025-06-27T00:00:00,22:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO,ES,CARIACICA,CRUZEIRO DO SUL,RUA SAO MARCOS,VIA PÚBLICA,S/I,SAMSUNG,GALAXY A15,S/I
12487,58445289,2025-06-27T00:00:00,22:00:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO,ES,CARIACICA,CRUZEIRO DO SUL,RUA SAO MARCOS,VIA PÚBLICA,AUTOMÓVEL,VOLKSWAGEM,GOL G5,BRANCO
12488,58445617,2025-06-27T00:00:00,23:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,GUARAPARI,PRAIA DO MORRO,AV. BEIRA MAR,VIA PÚBLICA,S/I,APPLE,IPHONE,S/I
12489,58445617,2025-06-27T00:00:00,23:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,GUARAPARI,PRAIA DO MORRO,AV. BEIRA MAR,VIA PÚBLICA,S/I,APPLE,IPHONE,S/I
12490,58447294,2025-06-27T00:00:00,Indeterminada,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: CICLOMOTOR,ES,SANTA TERESA,SAO LOURENCO,ROD. ES 261,VIA PÚBLICA,MOTOCICLETA,HONDA,CG 150 TITAN EX,PRATA
12491,58449373,2025-06-27T00:00:00,23:30:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,PIUMA,CENTRO,AV. BEIRA MAR,VIA PÚBLICA,S/I,APPLE,IPHONE 8PLUS,S/I
12492,58457148,2025-06-27T00:00:00,15:30:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM TRANSPORTE COLETIVO,ES,CARIACICA,CAMPO GRANDE,S/I,TRANSP COLETIVO,S/I,XIAOMI,REALME C 67,S/I
12493,58458069,2025-06-27T00:00:00,23:40:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CACHOEIRO DE ITAPEMIRIM,SAO FRANCISCO DE ASSIS,S/I,VIA PÚBLICA,S/I,MOTOROLA,S/I,S/I
12494,58465448,2025-06-27T00:00:00,23:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: A PESSOA EM VIA PÚBLICA,ES,PIUMA,CENTRO,S/I,VIA PÚBLICA,S/I,XIAOMI,REDIMI NOTE 11S,S/I
12495,58465608,2025-06-27T00:00:00,Indeterminada,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO,ES,SANTA LEOPOLDINA,MANGARAI,BRAÇO DE MANGARAÍ,VIA PÚBLICA,MOTOCICLETA,HONDA,CG 125 TITAN KS,VERDE
12496,58465612,2025-06-27T00:00:00,15:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,VILA RUBIM,S/I,VIA PÚBLICA,S/I,MOTOROLA,MOTO G,S/I
12497,58466272,2025-06-27T00:00:00,05:40:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO,ES,CARIACICA,ITANGUA,RUA FLORENTINO AVIDOS,VIA PÚBLICA,S/I,MOTOROLA,G04S,S/I
12498,58467181,2025-06-27T00:00:00,23:20:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: A PESSOA EM VIA PÚBLICA,ES,PIUMA,CENTRO,PRAÇA OENES TAYLOR,VIA PÚBLICA,S/I,APPLE,IPHONE 14 PLUS,S/I
12499,58474408,2025-06-27T00:00:00,21:10:00,BICICLETA,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO: BICICLETA,ES,VITORIA,ENSEADA DO SUA,RUA AMERICO BUAIZ,VIA PÚBLICA,S/I,bicicleta v8 bateria de litio com motor 750w,V8,S/I
12500,58474482,2025-06-27T00:00:00,06:40:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,VILA CAPIXABA,S/I,VIA PÚBLICA,S/I,MOTOROLA,MOTO G42,S/I
12501,58474722,2025-06-27T00:00:00,13:40:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VILA VELHA,ARGOLAS,RUA DA LIBERDADE,RESIDÊNCIA,S/I,NOKIA,C12,S/I
12502,58475253,2025-06-27T00:00:00,23:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM ESTABELECIMENTO COMERCIAL,ES,PIUMA,PRAIA DE ACAIACA,AV BEIRA MAR,COMÉRCIO,S/I,XIAOMI,MI 8 LITE,S/I
12503,58475420,2025-06-27T00:00:00,19:00:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: BICICLETA,ES,VILA VELHA,PRAIA DAS GAIVOTAS,AV. JOÃO MENDES,OUTRO LOCAL,S/I,KSW,Bicicleta Aro 29 Ksw 24 Marchas Freios A Disco E Suspensão,S/I
12504,58476524,2025-06-27T00:00:00,22:10:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VILA VELHA,IBES,R. SÃO LUIZ,VIA PÚBLICA,S/I,XIAOMI,11 LITE 5G,S/I
12505,58478254,2025-06-27T00:00:00,12:30:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM RESIDÊNCIA/CONDOMÍNIO,ES,SERRA,MORADA DE LARANJEIRAS,AV ATLANTICA,RESIDÊNCIA,S/I,SAMSUNG,A52,S/I
12506,58478827,2025-06-27T00:00:00,10:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: AUTOMOTOR,ES,VITORIA,AEROPORTO,AV. ROZA HELENA SCHORLING ALBUQUERQUE,COMÉRCIO,AUTOMÓVEL,VOLKSWAGEM,POLO,PRATA
12507,58492421,2025-06-27T00:00:00,13:30:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VILA VELHA,SANTA MONICA POPULAR,RUA JOSE RIBEIRO,TRANSP COLETIVO,S/I,SAMSUNG,GALAXY A15 4G 128GB AZUL,S/I
12508,58536479,2025-06-27T00:00:00,Indeterminada,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,LINHARES,ARACA,AV SAMUEL BATISTA CRUZ,COMÉRCIO,S/I,MONARK,SAMY MK,S/I
12509,58649984,2025-06-27T00:00:00,Indeterminada,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO,ES,VARGEM ALTA,SAO JOSE DE FRUTEIRA,S/I,RESIDÊNCIA,MOTOCICLETA,HONDA,CG 125 TITAN,VERDE
12510,58445291,2025-06-28T00:00:00,13:20:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO: AUTOMOTOR,ES,SERRA,CASTELANDIA,RUA WILSON CESAR NASCIMENTO FILHO,VIA PÚBLICA,S/I,APPLE,IPHONE,S/I
12511,58445291,2025-06-28T00:00:00,13:20:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO: AUTOMOTOR,ES,SERRA,CASTELANDIA,RUA WILSON CESAR NASCIMENTO FILHO,VIA PÚBLICA,CAMINHONETE,TOYOTA,HILUX CD4X4 SRV,PRETO
12512,58447131,2025-06-28T00:00:00,05:40:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,PORTO DE SANTANA,RUA VERDES MARES,VIA PÚBLICA,S/I,APPLE,IPHONE 11,S/I
12513,58447131,2025-06-28T00:00:00,05:40:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,PORTO DE SANTANA,RUA VERDES MARES,VIA PÚBLICA,S/I,APPLE,IPHONE 11,S/I
12514,58447206,2025-06-28T00:00:00,05:50:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,NOVA VALVERDE,RUA T,VIA PÚBLICA,S/I,APPLE,IPHONE 13,S/I
12515,58447302,2025-06-28T00:00:00,06:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,CARIACICA,BUBU,RUA SAO LUIZ,VIA PÚBLICA,S/I,XIAOMI,REDMI NOTE 11S,S/I
12516,58449530,2025-06-28T00:00:00,12:10:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,SERRA,JARDIM LIMOEIRO,AVENIDA GUARAPARI,VIA PÚBLICA,MOTOCICLETA,HONDA,CG 160 FAN,CINZA
12517,58449681,2025-06-28T00:00:00,10:40:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,SERRA,COSTA BELLA,S/I,VIA PÚBLICA,S/I,XIAOMI,REDMI NOT 8,S/I
12518,58450247,2025-06-28T00:00:00,12:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM RESIDÊNCIA/CONDOMÍNIO,ES,MARATAIZES,OUTRO LOCAL,"SANTA RITA II, CASINHA 31",RESIDÊNCIA,S/I,XIAOMI,REDMI 12,S/I
12519,58450306,2025-06-28T00:00:00,13:30:00,VEICULO,FURTADO,OCORRÊNCIAS DIVERSAS/ASSISTÊNCIAIS,OCORRÊNCIAS DIVERSAS/ASSISTÊNCIAIS: VEÍCULO RECUPERADO,ES,SERRA,CIDADE CONTINENTAL,AV MERIDIONAL,VIA PÚBLICA,MOTOCICLETA,YAMAHA,FAZER 250,PRETO
12520,58450696,2025-06-28T00:00:00,12:30:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,SERRA,SANTA LUZIA,RUA ETIENE NUNES DE MATOS,VIA PÚBLICA,MOTOCICLETA,HONDA,CG 160 TITAN,VERMELHO
12521,58451546,2025-06-28T00:00:00,04:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: A PESSOA EM VIA PÚBLICA,ES,CACHOEIRO DE ITAPEMIRIM,AEROPORTO,AVENIDA FRANCISCO MARDEGAN,CASA DE SHOW/EVENTOS,S/I,XIAOMI,AC 13,S/I
12522,58451546,2025-06-28T00:00:00,04:00:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: A PESSOA EM VIA PÚBLICA,ES,CACHOEIRO DE ITAPEMIRIM,AEROPORTO,AVENIDA FRANCISCO MARDEGAN,CASA DE SHOW/EVENTOS,MOTOCICLETA,HONDA,CG 150 TITAN,PRETO
12523,58451862,2025-06-28T00:00:00,03:38:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: BICICLETA,ES,VILA VELHA,NOSSA SENHORA DA PENHA,RUA ONIX,RESIDÊNCIA,S/I,viking x,Tuff25,S/I
12524,58451862,2025-06-28T00:00:00,03:38:00,BICICLETA,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: BICICLETA,ES,VILA VELHA,NOSSA SENHORA DA PENHA,RUA ONIX,RESIDÊNCIA,S/I,viking x,Tuff25,S/I
12525,58452314,2025-06-28T00:00:00,17:30:00,VEICULO,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: DE VEÍCULO: CICLOMOTOR,ES,MARATAIZES,CENTRO,RUA PROJETADA,RESIDÊNCIA,CICLOMOTOR,HONDA,CG 125 TITAN KSE,AZUL
12526,58452386,2025-06-28T00:00:00,15:20:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO,ES,VILA VELHA,COBILANDIA,AV CARLOS LINDEMBERG,VIA PÚBLICA,S/I,APPLE,IPHONE X,S/I
12527,58452386,2025-06-28T00:00:00,15:20:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO,ES,VILA VELHA,COBILANDIA,AV CARLOS LINDEMBERG,VIA PÚBLICA,AUTOMÓVEL,FIAT,STRADA,PRATA
12528,58453669,2025-06-28T00:00:00,20:13:00,VEICULO,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: DE VEÍCULO,ES,VILA VELHA,ARACAS,RUA BUENOS AIRES,VIA PÚBLICA,AUTOMÓVEL,FIAT,ARGO DRIVE 1.0,BRANCO
12529,58454131,2025-06-28T00:00:00,Indeterminada,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,SAO FRANCISCO,AVENIDA MARIO GURGEL,COMÉRCIO,S/I,MOTOROLA,MOTO G 24,S/I
12530,58454131,2025-06-28T00:00:00,Indeterminada,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM ESTABELECIMENTO COMERCIAL,ES,CARIACICA,SAO FRANCISCO,AVENIDA MARIO GURGEL,COMÉRCIO,S/I,MOTOROLA,MOTO G 24,S/I
12531,58454153,2025-06-28T00:00:00,18:30:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,SERRA,JARDIM CARAPINA,AVENIDA PORTO SEGURO,VIA PÚBLICA,S/I,SAMSUNG,J4,S/I
12532,58454410,2025-06-28T00:00:00,21:00:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM TRANSPORTE COLETIVO,ES,VITORIA,ENSEADA DO SUA,S/I,VEÍCULO,S/I,MOTOROLA,EDG 30 NEO,S/I
12533,58458993,2025-06-28T00:00:00,18:30:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: EM TRANSPORTE COLETIVO,ES,SERRA,CARAPINA,ONIBUS LINHA 506,VIA PÚBLICA,S/I,XIAOMI,POCO X3,S/I
12534,58459591,2025-06-28T00:00:00,13:00:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,COLATINA,COLATINA VELHA,AV. DAS NAÇÕES,COMÉRCIO,S/I,XIAOMI,NOTE 8,S/I
12535,58464976,2025-06-28T00:00:00,20:10:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VITORIA,RESISTENCIA,S/I,TRANSP POR APP,S/I,XIAOMI,REALMI C51,S/I
12536,58464976,2025-06-28T00:00:00,20:10:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VITORIA,RESISTENCIA,S/I,TRANSP POR APP,S/I,XIAOMI,REDMI A3,S/I
12537,58464976,2025-06-28T00:00:00,20:10:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,VITORIA,RESISTENCIA,S/I,TRANSP POR APP,S/I,XIAOMI,REDMI NOTE 7,S/I
12538,58465499,2025-06-28T00:00:00,Indeterminada,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO,ES,CARIACICA,CARIACICA SEDE,NÃO INFORMADA,OUTRO LOCAL,S/I,MOTOROLA,EDE 50 NED,S/I
12539,58465671,2025-06-28T00:00:00,17:45:00,APARELHOS TELEFONICOS,FURTADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: FURTO: EM TRANSPORTE COLETIVO,ES,VILA VELHA,TERRA VERMELHA,S/I,TRANSP COLETIVO,S/I,SAMSUNG,GALAXY A05,S/I
12540,58465842,2025-06-28T00:00:00,04:10:00,APARELHOS TELEFONICOS,ROUBADO,CRIMES CONTRA PATRIMÔNIO,CRIMES CONTRA PATRIMÔNIO: ROUBO: A PESSOA EM VIA PÚBLICA,ES,VITORIA,JARDIM DA PENHA,RUA DA LAMA,VIA PÚBLICA,S/I,APPLE,IPHONE 12,S/I
